-2844671.92670725,5477588.7430916,1472598.07897032
-2798023.90623905,5325525.44247135,1627243.83669562
-2593104.61183847,5465752.41252075,1546185.56794064
-2833534.11937386,5387915.2915013,1615619.20305968
-2746563.48394744,5414456.78550227,1717706.81454332
-2633778.68172461,5573659.58172674,1519763.67125837
-2647027.28023661,5466993.17204842,1418175.25882003
-2753558.49580426,5489000.20240605,1677205.89700171
-2876237.474762,5438573.13114932,1534511.10800773
-2861167.56226504,5405021.98271782,1599830.29561225
-2660147.9153334,5583926.72826419,1480639.10892513
-2893159.82840251,5461512.8406742,1443348.21315273
-2849359.32513907,5387982.23046423,1448953.92956138
-2705820.69190549,5437459.57560907,1670720.83007185
-2824249.29879314,5448333.39887135,1508777.67960272
-2637851.16669124,5548886.97376812,1538707.89662631
-2696282.53482144,5463845.35189039,1616129.60308305
-2846683.80484396,5411296.18749614,1678788.7346927
-2805062.13551651,5416921.93665451,1657396.93088856
-2871546.77584597,5428337.99189742,1534674.87191282
-2756505.38608191,5417606.12953471,1457121.43985112
-2571357.77103817,5487482.03120262,1605922.73732175
-2848986.56883283,5461818.23156218,1413807.00472173
-2847635.82009119,5400569.60228403,1494892.96272974
-2780044.81628133,5447632.37952958,1618152.9290263
-2805835.54923227,5442446.65427304,1604195.22038403
-2811910.43887656,5464487.76534568,1519188.14227183
-2661348.57300607,5414135.740987,1714375.79459276
-2777882.74599136,5459806.84956416,1446087.93154044
-2643005.84995635,5537803.71169828,1656838.87411393
-2819967.22881519,5506399.97019814,1471854.74195911
-2602824.67124833,5557572.29060785,1554169.70705287
-2648598.03136816,5471387.78327231,1674001.05010259
-2608086.68224579,5557940.12761895,1529424.41590549
-2609360.13095109,5522290.37945706,1426013.88710233
-2783070.4694646,5352984.83119865,1568684.94951106
-2768113.22241295,5412981.2759766,1485568.27507761
-2673493.3604512,5493319.74377893,1445125.58445992
-2825357.63195005,5347300.61003784,1620588.28728313
-2573733.31483542,5493499.06334961,1553470.0228691
-2709741.4526449,5478836.69318313,1462865.49176325
-2684823.85442062,5469608.29578744,1430911.07921971
-2814494.95087698,5453789.70823098,1475238.14450107
-2811995.87559221,5428228.71002848,1446982.13807566
-2652365.69136631,5545693.24217191,1519129.96562226
-2713719.32264541,5450191.81061183,1717111.42566443
-2733437.15442907,5521768.36060238,1593721.35852875
-2781562.04748822,5473535.61001872,1491456.20286385
-2805438.64979428,5475685.33712444,1559055.84499756
-2792837.18361265,5419361.00816905,1623368.13009032
-2675847.55573806,5528341.68537218,1593977.55512474
-2748160.68429922,5384480.14544301,1589360.75680378
-2736879.98634308,5379482.4684623,1672509.52035175
-2652037.47412242,5563151.58114992,1542405.50546397
-2584346.44005512,5453181.1268661,1633626.83683865
-2749518.68553618,5515864.4931469,1466295.20412509
-2893116.45396834,5468938.79395306,1438503.62540121
-2671548.90259444,5472357.35205655,1510134.32313494
-2705913.85607279,5367082.14276664,1650039.20484635
-2627868.11744916,5467280.21515475,1516931.08491411
-2766644.08485411,5370896.04106777,1711310.94965275
-2657376.50046258,5505557.67918273,1606112.30481254
-2742314.84534957,5495939.06950945,1522735.20186589
-2765362.00960722,5404635.46136222,1704472.49689508
-2825991.27905118,5388955.22677756,1698317.66977022
